	approximate_current_flow_betweenness_centrality	betweenness	closeness_centrality	communicability_centrality_exp	current_flow_betweenness_centrality	degree	degree-vs	eccentricity	eigenvector_centrality	importance	label	load_centrality	nature	pers_mes_characters	pers_mes_rss	pers_mes_scenes	pers_mes_sps	position	role	sex	importance-nr	is_protagonist	is_lover	is_antagonist	is_primary	is_minor	antagonist	lover	degree-rel	betweenness-rel	position-rel	work	total_characters
#gome	0.07806096492737992	0.0	0.6666666666666666	27.52987396931503	0.09137598863681277	4	400	2	0.24845258787306454	minor	Gómez	0.0	person	306	0	2	3	9	other	M	3	0	0	0	0	1	0	0	0.4444444444444444	0.0	1.0	bette032_Munoz_Conferencia	9
#mart	0.13179486591005585	0.007142857142857143	0.7272727272727273	40.503938382627005	0.11838619025943313	5	500	2	0.30548340034997984	minor	Martínez	0.007142857142857141	person	1152	8	5	12	5	other	M	3	0	0	0	0	1	0	0	0.5555555555555556	0.0007936507936507937	0.5555555555555556	bette032_Munoz_Conferencia	9
#rami	0.20761851210079985	0.10535714285714284	1.0	74.5413153782498	0.2373941235797609	8	800	1	0.418308159266036	secondary	Ramírez	0.10535714285714284	person	621	4	6	12	7	other	M	2	0	0	0	0	0	0	0	0.8888888888888888	0.011706349206349205	0.7777777777777778	bette032_Munoz_Conferencia	9
#alge	0.22816634726828322	0.10535714285714284	1.0	74.5413153782498	0.2373941235797609	8	800	1	0.418308159266036	primary	Algeciras	0.10535714285714284	person	12860	21	12	94	1	protagonist	M	1	1	0	0	1	0	0	0	0.8888888888888888	0.011706349206349205	0.1111111111111111	bette032_Munoz_Conferencia	9
#jorg	0.14620489693186303	0.02797619047619047	0.8	50.49189611994377	0.16181560449172303	6	600	2	0.3419369343688043	secondary	Jorge	0.02797619047619047	person	2631	12	9	27	3	other	M	2	0	0	0	0	0	0	0	0.6666666666666666	0.0031084656084656077	0.3333333333333333	bette032_Munoz_Conferencia	9
#gasc	0.10152928711045826	0.0	0.6666666666666666	29.116682053562773	0.0873423886918945	4	400	2	0.257030133761608	minor	Gascón	0.0	person	232	4	2	7	6	other	M	3	0	0	0	0	1	0	0	0.4444444444444444	0.0	0.6666666666666666	bette032_Munoz_Conferencia	9
#cans	0.24473872447203632	0.07440476190476189	0.8888888888888888	60.79597555108501	0.21081903053346526	7	700	2	0.3767267931737488	secondary	Canseco	0.07440476190476189	person	3869	17	8	60	2	other	M	2	0	0	0	0	0	0	0	0.7777777777777778	0.008267195767195765	0.2222222222222222	bette032_Munoz_Conferencia	9
#memb	0.14027670992889085	0.017857142857142856	0.7272727272727273	37.50491973544577	0.13274843902805994	5	500	2	0.29318875076972817	primary	Membrives	0.017857142857142856	person	1482	7	7	20	4	antagonist	M	1	0	0	1	1	0	1	0	0.5555555555555556	0.001984126984126984	0.4444444444444444	bette032_Munoz_Conferencia	9
#parr	0.1707679714186261	0.019047619047619046	0.7272727272727273	36.85609820442501	0.13673677493060574	5	500	2	0.2900339539653517	minor	Parrondo	0.019047619047619042	person	170	2	3	6	8	other	M	3	0	0	0	0	1	0	0	0.5555555555555556	0.002116402116402116	0.8888888888888888	bette032_Munoz_Conferencia	9
