	approximate_current_flow_betweenness_centrality	betweenness	closeness_centrality	communicability_centrality_exp	current_flow_betweenness_centrality	degree	degree-vs	eccentricity	eigenvector_centrality	importance	label	load_centrality	nature	pers_mes_characters	pers_mes_rss	pers_mes_scenes	pers_mes_sps	position	role	sex	importance-nr	is_protagonist	is_lover	is_antagonist	is_primary	is_minor	antagonist	lover	degree-rel	betweenness-rel	position-rel	work	total_characters
#roge	0.09047696962147948	0.015909645909645907	0.7142857142857143	408.97036029828234	0.11552363037890871	9	900	2	0.3184433665494475	secondary	Rogelio	0.015674603174603178	person	3623	81	6	28	13	other	M	2	0	0	0	0	0	0	0	0.5625	0.0009943528693528692	0.8125	bette005_Galdos_Casandra	16
#isma	0.15724720169034598	0.09051282051282053	0.75	429.48920922409275	0.17489434666857911	10	1000	2	0.3262166864991653	minor	Ismael	0.089484126984127	person	14690	49	16	141	11	other	M	3	0	0	0	0	1	0	0	0.625	0.005657051282051283	0.6875	bette005_Galdos_Casandra	16
#alfo	0.21953530800311766	0.11191697191697192	0.75	355.36034942487623	0.21027106677323104	10	1000	2	0.29565031143675874	secondary	Alfonso de la Cerda	0.11073412698412699	person	10837	59	9	99	10	other	M	2	0	0	0	0	0	0	0	0.625	0.006994810744810745	0.625	bette005_Galdos_Casandra	16
#casa	0.11839471563222329	0.041306471306471304	0.75	453.02591589420547	0.14062175219495943	10	1000	2	0.33516306960953207	primary	Casandra	0.04057539682539682	person	17362	70	8	135	1	protagonist	F	1	1	0	0	1	0	0	0	0.625	0.0025816544566544565	0.0625	bette005_Galdos_Casandra	16
#rosa	0.14979156867791457	0.050793650793650794	0.6818181818181818	303.34186783783116	0.14446382121084264	8	800	2	0.27364463950892876	minor	Rosaura	0.05158730158730159	person	10391	43	11	118	3	other	F	3	0	0	0	0	1	0	0	0.5	0.0031746031746031746	0.1875	bette005_Galdos_Casandra	16
#juan	0.09409136034282238	0.025256410256410258	0.6818181818181818	280.43513470808796	0.11919108152008308	8	800	2	0.2628624641687768	primary	Dña. Juana	0.026210317460317465	person	19544	107	8	136	2	antagonist	F	1	0	0	1	1	0	1	0	0.5	0.001578525641025641	0.125	bette005_Galdos_Casandra	16
#insu	0.13408343550329044	0.06785103785103785	0.625	146.17119493017498	0.14954387459565355	7	700	3	0.18716008211157623	minor	Insúa	0.06823412698412698	person	8518	0	4	42	14	other	F	3	0	0	0	0	1	0	0	0.4375	0.004240689865689866	0.875	bette005_Galdos_Casandra	16
#beat	0.0870835326201943	0.004304029304029304	0.5769230769230769	75.62224176277925	0.08174305215704483	5	500	3	0.12964612044484447	minor	Beatriz	0.005257936507936508	person	536	11	2	8	5	other	F	3	0	0	0	0	1	0	0	0.3125	0.0002690018315018315	0.3125	bette005_Galdos_Casandra	16
#cebr	0.08288515060985925	0.02293650793650794	0.6818181818181818	315.2670631362496	0.10997346691039869	8	800	2	0.27906491070146355	minor	Cebrián	0.023035714285714284	person	2138	18	4	16	15	other	M	3	0	0	0	0	1	0	0	0.5	0.0014335317460317462	0.9375	bette005_Galdos_Casandra	16
#pepa	0.09295230745793148	0.022539682539682544	0.625	208.2747891838575	0.10480683661172577	7	700	3	0.22599540463387	minor	Pepa	0.02293650793650794	person	672	14	2	10	6	other	F	3	0	0	0	0	1	0	0	0.4375	0.001408730158730159	0.375	bette005_Galdos_Casandra	16
#clem	0.24719198536743842	0.17280830280830278	0.8333333333333334	505.72047194515824	0.2459317647539814	12	1200	2	0.35392947529181523	secondary	Clementina	0.17168650793650794	person	15121	51	12	123	0	other	F	2	0	0	0	0	0	0	0	0.75	0.010800518925518924	0.0	bette005_Galdos_Casandra	16
#seve	0.012968516901261048	0.0	0.45454545454545453	22.973217888530964	0.01607928020522375	2	200	3	0.07228273904275882	minor	Severiana	0.0	person	432	0	1	3	8	other	F	3	0	0	0	0	1	0	0	0.125	0.0	0.5	bette005_Galdos_Casandra	16
#mari	0.08698830906523355	0.004304029304029304	0.5769230769230769	75.62224176277924	0.08174305215704473	5	500	3	0.12964612044484447	minor	María Juana	0.005257936507936508	person	400	6	2	9	4	other	F	3	0	0	0	0	1	0	0	0.3125	0.0002690018315018315	0.25	bette005_Galdos_Casandra	16
#zeno	0.09210274188986259	0.010512820512820513	0.6818181818181818	340.0186849049742	0.102388307383131	8	800	2	0.2901749893469587	minor	Zenón de Guillarte	0.01027777777777778	person	10900	23	9	77	12	other	M	3	0	0	0	0	1	0	0	0.5	0.000657051282051282	0.75	bette005_Galdos_Casandra	16
#mart	0.06347156698178555	0.006666666666666668	0.5555555555555556	100.72553499318558	0.07398405144516766	5	500	3	0.1554735192477252	minor	Martina	0.006666666666666667	person	1244	18	4	19	7	other	F	3	0	0	0	0	1	0	0	0.3125	0.00041666666666666675	0.4375	bette005_Galdos_Casandra	16
#inst	0.06516826407949482	0.0	0.5172413793103449	54.58309523358751	0.05836661891526339	4	400	3	0.10951875576207905	minor	La Institutriz	0.0	person	256	1	1	2	9	other	F	3	0	0	0	0	1	0	0	0.25	0.0	0.5625	bette005_Galdos_Casandra	16
