	id	label	description
0	#afri	África	
1	#maru	Maruja	
2	#cons	Consuelo	
3	#niev	Nieves	
4	#beni	Benita	
5	#conde	Condesa	
6	#hora	Horacio	
7	#luis	Luis	
8	#ramo	Ramón	
9	#paco	Paco	
10	#timo	Timoteo	
11	#wist	Wistremundo	
12	#vict	Victoriano	
13	#eulo	Eulogio	
14	#jorg	Jorge	
15	#cami	Don Camilo	
16	#todo	Todos	
