	id	label	description
0	#ange	Ángel	, jefe revolucionario
1	#eufe	Eufemia	, su mujer
2	#joaq	Joaquín	
3	#feli	Felipe	
4	#euse	Eusebio	
5	#ramo	La Tía Ramona	
6	#pepe	José	
7	#teod	Teodoro	
8	#nico	Nicolás	
9	#marti	Martina	, criada
10	#hima	El Hijo mayor 	
11	#hime	El Hijo menor 	
