	id	label	description
0	#proc	Proclo	viejo filósofo
1	#mari	Marino	jove discípulo de Proclo
2	#eumo	Eumorfo	Joven y bello amante de Asclepigenia
3	#ascl	Asclepigenia	dama, hija de Plutarco
4	#crem	Crematurgo	anciano y rico mantenedor de Asclepigenia 
5	#aten	Atenais	Amiga y conficdente de Asclepigenia e hija del filósofo Leoncio
6	#sier	Sierva	criada de Asclepigenia
7	#mort	Mortales y dioses	Los dioses Apolo y Pluto son invocados por Proclo en la última cierra. Presencias mudas, salvo por la intervención que cierra la pieza y que realizan junto con Asclepigenia, Atenais y Proclo.
