	id	label	description
0	#zapa	Zapatera	
1	#vecr	Vecina Roja	
2	#vecm	Vecina Morada	
3	#vecv	Vecina Verde	
4	#veca	Vecina Amarilla	
5	#vecn	Vecina Negra	
6	#beap	Beata Primera	
7	#beas	Beata Segunda	
8	#sacr	Sacristana	
9	#elau	El Autor	
10	#zapo	Zapatero	
11	#elni	El Niño	
12	#alca	Alcalde	
13	#donm	Don Mirlo	
14	#mozf	Mozo de la Faja	
15	#mozs	Mozo del Sombrero	
16	#hija	Hijas de la Vecina Roja	
17	#vbcp	Vecinas, Beatas, Curas y Pueblo	
