	id	label	description
0	#fedr	Fedra	
1	#pedr	Pedro	, su marido 
2	#hipo	Hipólito	, hijo de Pedro y alnado de Fedra
3	#eust	Eustaquia	, nodriza de Fedra 
4	#marc	Marcelo	, médico, amigo de Pedro 
5	#rosa	Rosa	, la criada
