	id	label	description
0	#rosa	Rosa	
1	#tonu	Toñuela	
2	#isid	Isidra	
3	#muj1	Mujer 1ª	
4	#muj2	Mujer 2ª	
5	#juan	Juan José	
6	#paco	Paco	
7	#andr	Andrés	
8	#cano	El Cano	
9	#igna	Ignacio	
10	#peri	Perico 	
11	#tabe	El tabernero	
12	#cabo	Un cabo de presidio	
13	#beb1	Bebedor 1º	
14	#beb2	Bebedor 2º	
15	#mozo	Un mozo de taberna	
16	#bdrs	Bebedores	
