	approximate_current_flow_betweenness_centrality	betweenness	closeness_centrality	communicability_centrality_exp	current_flow_betweenness_centrality	degree	degree-vs	eccentricity	eigenvector_centrality	importance	label	load_centrality	nature	pers_mes_characters	pers_mes_rss	pers_mes_scenes	pers_mes_sps	position	role	sex	importance-nr	is_protagonist	is_lover	is_antagonist	is_primary	is_minor	antagonist	lover	degree-rel	betweenness-rel	position-rel	work	total_characters
#tonu	0.08184275138148638	0.002525252525252525	0.7058823529411765	203.76136416147563	0.1048084801740414	7	700	2	0.29679922820596977	minor	Toñuela	0.0025252525252525263	person	3924	22	12	46	2	other	F	3	0	0	0	0	1	0	0	0.5384615384615384	0.00019425019425019422	0.15384615384615385	bette001_Dicenta_JuanJose	13
#rosa	0.09289284181033276	0.002525252525252525	0.7058823529411765	203.76136416147568	0.10480848017404112	7	700	2	0.29679922820596977	primary	Rosa	0.0025252525252525263	person	15584	104	21	183	1	other	F	1	0	0	0	1	0	0	0	0.5384615384615384	0.00019425019425019422	0.07692307692307693	bette001_Dicenta_JuanJose	13
#isid	0.15718043687555594	0.03535353535353535	0.75	224.0498398255018	0.15074966101682732	8	800	2	0.31108380639685884	secondary	Isidra	0.03535353535353535	person	11105	46	15	113	3	other	F	2	0	0	0	0	0	0	0	0.6153846153846154	0.0027195027195027195	0.23076923076923078	bette001_Dicenta_JuanJose	13
#andr	0.24116095859990613	0.07954545454545454	0.8571428571428571	312.4579351689037	0.19891955410924858	10	1000	2	0.3684343916024007	secondary	Andrés	0.07954545454545453	person	12329	53	13	96	8	other	M	2	0	0	0	0	0	0	0	0.7692307692307693	0.006118881118881119	0.6153846153846154	bette001_Dicenta_JuanJose	13
#paco	0.14100627481873232	0.025252525252525252	0.7058823529411765	172.92507644406354	0.13504004397481187	7	700	2	0.27249527090649045	primary	Paco	0.025252525252525252	person	4867	81	7	54	7	lover	M	1	0	1	0	1	0	0	1	0.5384615384615384	0.0019425019425019425	0.5384615384615384	bette001_Dicenta_JuanJose	13
#tabe	0.27365308139284183	0.15782828282828282	0.9230769230769231	337.0543671600393	0.2463131627134258	11	1100	2	0.3827189697932897	minor	El tabernero	0.15782828282828282	person	2705	38	11	30	12	other	M	3	0	0	0	0	1	0	0	0.8461538461538461	0.01214063714063714	0.9230769230769231	bette001_Dicenta_JuanJose	13
#beb1	0.06276657505069819	0.0	0.6	91.82567179654245	0.0775934773860594	5	500	3	0.19616990474305962	minor	Bebedor 1º	0.0	person	201	1	1	6	14	other	M	3	0	0	0	0	1	0	0	0.38461538461538464	0.0	1.0769230769230769	bette001_Dicenta_JuanJose	13
#beb2	0.1284231407072638	0.0	0.6	91.82567179654244	0.0775934773860597	5	500	3	0.19616990474305962	minor	Bebedor 2º	0.0	person	184	1	1	5	15	other	M	3	0	0	0	0	1	0	0	0.38461538461538464	0.0	1.1538461538461537	bette001_Dicenta_JuanJose	13
#peri	0.11775874222182721	0.015151515151515152	0.6666666666666666	128.48311430284258	0.11084067969098434	6	600	2	0.23374457365666035	minor	Perico 	0.015151515151515152	person	1376	9	3	20	11	other	M	3	0	0	0	0	1	0	0	0.46153846153846156	0.0011655011655011655	0.8461538461538461	bette001_Dicenta_JuanJose	13
#cano	6.997769367334321e-17	0.0	0.46153846153846156	5.513933372899684	4.710037074167331e-17	1	100	3	0.042429369918173206	secondary	El Cano	0.0	person	8129	21	4	65	9	other	M	2	0	0	0	0	0	0	0	0.07692307692307693	0.0	0.6923076923076923	bette001_Dicenta_JuanJose	13
#juan	0.30970973354977355	0.1856060606060606	0.8	248.8845140306046	0.2819658625338074	9	900	2	0.32839847603452876	primary	Juan José	0.1856060606060606	person	34895	96	19	190	6	protagonist	M	1	1	0	0	1	0	0	0	0.6923076923076923	0.014277389277389278	0.46153846153846156	bette001_Dicenta_JuanJose	13
#igna	0.21712767264834976	0.056818181818181816	0.8	262.4465785411966	0.17829757775421654	9	900	2	0.3372559692724155	minor	Ignacio	0.05681818181818182	person	2558	12	4	27	10	other	M	3	0	0	0	0	1	0	0	0.6923076923076923	0.00437062937062937	0.7692307692307693	bette001_Dicenta_JuanJose	13
#muj1	0.031972187259672755	0.0	0.5454545454545454	37.89086490652939	0.042338369620472854	3	300	3	0.12484682686310496	minor	Mujer 1ª	0.0	person	41	0	1	2	4	other	F	3	0	0	0	0	1	0	0	0.23076923076923078	0.0	0.3076923076923077	bette001_Dicenta_JuanJose	13
